card_id,report_date,report_file,strategy,family,direction,entry_mode,entry_mode_text,anchor_broker,entry,stop,tp1,tp2,tp3,card_R_points,be_rule,runner_rule,management_text,suppressed,source
2026-06-16_Trade_3A,2026-06-16,SP500_Report_16-Jun-2026.docx,Trade 3A - Momentum-Pullback (pivot confluence),Trade 3A,LONG,LIMIT,BUY LIMIT,09:00,7400.0,7330.0,7470.0,7506.0,7577.0,70.0,NONE,TRACE,3 units; 3A structural runner override on 100%-ext break,False,baseline
2026-06-17_Trade_1,2026-06-17,SP500_Report_17Jun2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,LIMIT,BUY LIMIT (daily P),09:00,7558.0,7475.0,7641.0,7724.0,7800.0,83.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,False,baseline
2026-06-17_Trade_2,2026-06-17,SP500_Report_17Jun2026.docx,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7527.0,7470.0,7584.0,7610.0,7632.0,57.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
2026-06-17_Trade_3A,2026-06-17,SP500_Report_17Jun2026.docx,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,BUY STOP,09:00,7590.0,7527.0,7653.0,7716.0,7800.0,63.0,NONE,TRACE,3 units; 3A structural runner override,False,baseline
2026-06-18_Trade_1,2026-06-18,SP500_Report_18Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ 07:00 UK,09:00,7420.0,7501.0,7340.0,7259.0,7180.0,81.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R (7404) on TP2 fill; runner time-stop at session close + 3xATR cap,False,baseline
2026-06-18_Trade_2,2026-06-18,SP500_Report_18Jun2026.docx,Trade 2 - Pivot (sell limit monthly S1 / daily P),Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7450.0,7506.0,7394.0,7338.0,7322.0,56.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-06-18_Trade_3C,2026-06-18,SP500_Report_18Jun2026.docx,Trade 3C - Momentum-Breakout (sell stop),Trade 3C,SHORT,STOP,SELL STOP,09:00,7369.0,7427.0,7322.0,7275.0,7182.0,58.0,NONE,TRACE,3 units; structural runner override on extension,False,baseline
2026-06-19_Trade_1,2026-06-19,SP500_Report_19Jun2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ next open,09:00,7500.58,7465.0,7536.0,7571.0,7603.0,35.58,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7507.7) on TP2 fill; runner session-close time-stop + 3xATR cap,False,baseline
2026-06-19_Trade_2,2026-06-19,SP500_Report_19Jun2026.docx,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7475.58,7450.57,7500.6,7525.6,7561.0,25.01,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7480.58) on TP2 fill; runner to pivot R3,False,baseline
2026-06-19_Trade_3A,2026-06-19,SP500_Report_19Jun2026.docx,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,BUY STOP,09:00,7512.0,7478.0,7546.0,7580.0,7620.0,34.0,NONE,TRACE,3 units; on 100%-ext break U3 stop -> halfway entry-to-anchor,False,baseline
2026-06-24_Trade_1,2026-06-24,SP500_Report_24Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ cash open 14:30 UK,16:30,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,False,baseline
2026-06-24_Trade_2,2026-06-24,SP500_Report_24Jun2026.docx,Trade 2 - Pivot (sell limit daily P shelf),Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7404.0,7489.0,7320.0,7235.0,7188.0,85.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-06-24_Trade_3A,2026-06-24,SP500_Report_24Jun2026.docx,Trade 3A - Momentum-Pullback (38.2% rally-sell),Trade 3A,SHORT,LIMIT,SELL LIMIT,09:00,7453.0,7545.0,7349.0,7270.0,7188.0,92.0,NONE,TRACE,3 units; 3A structural runner override on 100%-ext break,False,baseline
2026-06-25_Trade_1,2026-06-25,SP500_Report_25Jun2026.docx,Trade 1 - Daily Directional,Trade 1,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-06-25_Trade_2,2026-06-25,SP500_Report_25Jun2026.docx,"Trade 2 - Pivot (range fade, sell limit daily R1)",Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7403.21,7430.0,7379.51,7355.8,7334.51,27.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-06-25_Trade_3A,2026-06-25,SP500_Report_25Jun2026.docx,"Trade 3A - Momentum-Pullback (sell stop, break of 23 Jun low)",Trade 3A,SHORT,STOP,SELL STOP,09:00,7346.0,7385.0,7318.0,7309.98,7265.81,39.0,NONE,TRACE,3 units; 3A structural override on 100%-ext break,False,baseline
2026-06-26_Trade_1,2026-06-26,SP500_Report_26Jun2026.docx,Trade 1 - Daily Directional (sell stop),Trade 1,SHORT,STOP,SELL STOP,09:00,7336.8,7412.0,7261.6,7186.4,7111.2,75.2,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,False,baseline
2026-06-26_Trade_2,2026-06-26,SP500_Report_26Jun2026.docx,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7374.37,7465.61,7320.67,7283.13,7234.18,91.24,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-06-26_Trade_3A,2026-06-26,SP500_Report_26Jun2026.docx,Trade 3A - Momentum-Pullback (sell limit daily R1 / 38.2%),Trade 3A,SHORT,LIMIT,SELL LIMIT,09:00,7411.91,7465.61,7357.0,7318.39,7234.0,53.7,NONE,TRACE,3 units; 3A structural override at 100%-ext break,False,baseline
2026-06-29_Trade_1,2026-06-29,SP500_Daily_Report_29Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ overridden daily-open anchor 07:00 UK,09:00,7354.0,7558.0,7150.1,6946.1,7018.6,204.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R (7394.8) on TP2 fill; runner CARD-SPECIFIED session close / 3xATR cap,False,baseline
2026-06-29_Trade_2,2026-06-29,SP500_Daily_Report_29Jun2026.docx,Trade 2 - Pivot (sell stop below daily S1),Trade 2,SHORT,STOP,SELL STOP,09:00,7296.6,7389.4,7301.2,7274.7,7248.3,93.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner toward pivot P,False,baseline
2026-06-29_Trade_3C,2026-06-29,SP500_Daily_Report_29Jun2026.docx,"Trade 3C - Momentum-Breakout (sell stop, conditional)",Trade 3C,SHORT,STOP,SELL STOP,09:00,7209.9,7349.7,7050.0,6950.0,6900.0,140.0,NONE,TRACE,3 units; structural runner,False,baseline
2026-06-30_Trade_1,2026-06-30,SP500_Report_30Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ 00:00 UK (overridden),02:00,7354.0,7500.0,7208.0,7062.0,7186.0,146.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED session close / 3xATR cap,False,baseline
2026-06-30_Trade_2,2026-06-30,SP500_Report_30Jun2026.docx,Trade 2 - Pivot (sell stop below P),Trade 2,SHORT,STOP,SELL STOP,09:00,7350.0,7369.0,7333.0,7322.0,7311.0,19.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-06-30_Trade_3A,2026-06-30,SP500_Report_30Jun2026.docx,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,LIMIT,SELL LIMIT,09:00,7420.0,7500.0,7390.0,7331.0,7176.0,80.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill; 3A structural override,False,baseline
2026-07-01_Trade_1,2026-07-01,SP500_Report_01Jul2026.docx,Trade 1 - Daily Directional (buy limit daily P),Trade 1,LONG,LIMIT,BUY LIMIT,09:00,7413.0,7377.0,7449.0,7485.0,7520.0,36.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner time-stop at session close + 3xATR cap,False,baseline
2026-07-01_Trade_2,2026-07-01,SP500_Report_01Jul2026.docx,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7413.0,7382.0,7444.0,7472.0,7531.0,31.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
2026-07-01_Trade_3A,2026-07-01,SP500_Report_01Jul2026.docx,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,BUY STOP,09:00,7446.0,7401.0,7491.0,7500.0,7531.0,45.0,NONE,TRACE,3 units; 3A structural runner override on 100%-ext break,False,baseline
2026-07-02_Trade_1,2026-07-02,SP500_Report_02Jul2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ session open 07:00 UK,09:00,7499.36,7412.56,7586.16,7672.96,7759.76,86.8,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7516.7) on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,False,baseline
2026-07-02_Trade_2,2026-07-02,SP500_Report_02Jul2026.docx,Trade 2 - Pivot (regime-aware),Trade 2,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-02_Trade_3A,2026-07-02,SP500_Report_02Jul2026.docx,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,LIMIT,BUY LIMIT,09:00,7425.33,7344.02,7457.71,7499.36,7521.81,81.31,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7441.59) on TP2 fill; structural runner override on 100%-ext break,False,baseline
2026-07-03_Trade_1,2026-07-03,SP500_Report_03Jul2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ 00:00 UK (overridden),02:00,7482.5,7428.0,7537.0,7591.0,7740.0,54.5,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7493) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-07-03_Trade_2,2026-07-03,SP500_Report_03Jul2026.docx,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-03_Trade_3C,2026-07-03,SP500_Report_03Jul2026.docx,Trade 3C - Momentum-Breakout (conditional),Trade 3C,LONG,CONDITIONAL,CONDITIONAL - confirmed daily close above 7620.9,09:00,7620.9,7391.0,8004.0,8195.0,,229.9,NONE,TRACE,3 units; on Unit 2 fill Unit 3 stop to the broken boundary,False,baseline
2026-07-09_Trade_1,2026-07-09,SP500_Daily_Report_09Jul2026.docx,Trade 1 - Daily Directional,Trade 1,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-09_Trade_2,2026-07-09,SP500_Daily_Report_09Jul2026.docx,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7508.9,7545.0,7472.9,7441.9,7405.9,36.1,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R (7516.1) on TP2 fill; runner exit at daily P re-tag or session close,False,baseline
2026-07-09_Trade_3A,2026-07-09,SP500_Daily_Report_09Jul2026.docx,Trade 3A - Momentum-Pullback (sell stop),Trade 3A,SHORT,STOP,SELL STOP,09:00,7438.0,7485.0,7410.0,7392.0,7344.0,47.0,NONE,TRACE,3 units; 3A structural override on 100%-ext break,False,baseline
2026-07-10_Trade_1,2026-07-10,SP500_M1_v2_1_Report_10-Jul-2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ 14:30 UK cash open (overridden anchor),16:30,7543.64,7472.74,7614.54,7685.44,7663.29,70.9,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner time-stopped at the 10 Jul cash close 21:00 UK or the 3xATR cap,False,baseline
2026-07-10_Trade_2,2026-07-10,SP500_M1_v2_1_Report_10-Jul-2026.docx,Trade 2 - Pivot (regime-aware),Trade 2,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-10_Trade_3C,2026-07-10,SP500_M1_v2_1_Report_10-Jul-2026.docx,Trade 3C - Momentum-Breakout,Trade 3C,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-13_Trade_1,2026-07-13,SP500_Report_13Jul2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ 14:30 UK cash open,16:30,7575.39,7480.25,7670.53,7765.67,7827.75,95.14,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7594.4) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-07-13_Trade_2,2026-07-13,SP500_Report_13Jul2026.docx,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,BUY STOP,09:00,7577.84,7505.84,7577.84,7589.25,7620.0,72.0,NONE,TRACE,3 units; standard BE+0.2R on Unit 2 fill,False,baseline
2026-07-13_Trade_3C,2026-07-13,SP500_Report_13Jul2026.docx,Trade 3C - Momentum-Breakout,Trade 3C,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-14_Trade_1,2026-07-14,SP500_Report_14Jul2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ session open 07:00 UK,09:00,7575.39,7529.06,7621.7,7668.0,7743.0,46.3,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7584.7) on TP2 fill; runner session-close time-stop + 3xATR cap,False,baseline
2026-07-14_Trade_2,2026-07-14,SP500_Report_14Jul2026.docx,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7554.49,7482.72,7600.83,7626.26,7672.6,71.77,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
2026-07-14_Trade_3A,2026-07-14,SP500_Report_14Jul2026.docx,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,STOP,BUY STOP,09:00,7581.0,7508.16,7620.9,7739.0,7800.0,72.84,NONE,TRACE,3 units; structural runner override on extension,False,baseline
2026-07-15_Trade_1,2026-07-15,SP500_Daily_Report_15Jul2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ 07:00 UK,09:00,7543.6,7483.4,7603.8,7664.0,7724.0,60.2,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7555.6) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-07-15_Trade_2,2026-07-15,SP500_Daily_Report_15Jul2026.docx,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,BUY STOP,09:00,7530.6,7497.8,7553.2,7572.2,7591.1,32.8,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7537.16) on TP2 fill,False,baseline
2026-07-15_Trade_3C,2026-07-15,SP500_Daily_Report_15Jul2026.docx,Trade 3C - Momentum-Breakout,Trade 3C,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-16_Trade_1,2026-07-16,SP500_M1_Report_16Jul2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ 14:30 UK cash open,16:30,7543.59,7402.26,7684.93,7826.26,7778.37,141.34,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7571.86) on TP2 fill; runner 3xATR cap or session close,False,baseline
2026-07-16_Trade_2,2026-07-16,SP500_M1_Report_16Jul2026.docx,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7538.09,7518.73,7562.94,7572.62,7590.0,19.36,NONE,TRACE,3 units; standard tranche rule,False,baseline
2026-07-16_Trade_3C,2026-07-16,SP500_M1_Report_16Jul2026.docx,Trade 3C - Transition Breakout,Trade 3C,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-17_Trade_1,2026-07-17,SP500_Report_17Jul2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,PENDING @ 14:30 UK cash open,16:30,7542.76,7586.27,7499.25,7455.75,7327.55,43.51,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7534.06) on TP2 fill,False,baseline
2026-07-17_Trade_2,2026-07-17,SP500_Report_17Jul2026.docx,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7501.61,7453.57,7549.65,7597.7,7716.82,48.04,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-07-17_Trade_3,2026-07-17,SP500_Report_17Jul2026.docx,Trade 3 - Pivot fade (sell limit daily R1),Trade 3,SHORT,LIMIT,SELL LIMIT,09:00,7568.33,7599.43,7537.23,7506.12,7353.12,31.1,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
2026-07-20_Trade_1,2026-07-20,SP500_Report_20Jul2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ 07:00 UK,09:00,7457.69,7516.52,7398.86,7340.04,7241.13,58.83,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED 3xATR / session-close time-stop,False,baseline
2026-07-20_Trade_2,2026-07-20,SP500_Report_20Jul2026.docx,Trade 2 - Pivot (TRANSITION down-break side),Trade 2,SHORT,STOP,SELL STOP,09:00,7458.87,7487.44,7426.48,7410.87,7395.26,28.57,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-07-20_Trade_3C,2026-07-20,SP500_Report_20Jul2026.docx,Trade 3C - Momentum-Breakout (conditional),Trade 3C,SHORT,CONDITIONAL,CONDITIONAL - stop-entry ~7276.13 on confirmed downside close,09:00,7276.13,7470.83,6999.76,6852.55,,194.7,NONE,TRACE,3 units; on Unit 2 fill Unit 3 stop to the broken boundary,False,baseline
2026-07-21_Trade_1,2026-07-21,SP500_Report_21-Jul-2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ overridden session-open anchor,09:00,7443.0,7502.0,7384.0,7325.0,7245.0,59.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R (7455) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-07-21_Trade_2,2026-07-21,SP500_Report_21-Jul-2026.docx,Trade 2 - Pivot (regime-aware),Trade 2,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-21_Trade_3C,2026-07-21,SP500_Report_21-Jul-2026.docx,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,CONDITIONAL,"CONDITIONAL - confirmed downside break, entry at breakdown close",09:00,7443.0,7530.0,7094.0,6933.0,6800.0,87.0,NONE,TRACE,3 units; structural TPs preserved,False,baseline
2026-07-22_Trade_1,2026-07-22,SP500_Report_22Jul2026.docx,Trade 1 - Daily Directional,Trade 1,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-22_Trade_2,2026-07-22,SP500_Report_22Jul2026.docx,Trade 2 - Pivot (regime-aware),Trade 2,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-22_Trade_3B,2026-07-22,SP500_Report_22Jul2026.docx,"Trade 3B - Mean-Reversion (range fade, short leg)",Trade 3B,SHORT,LIMIT,SELL LIMIT into the 78.6-88.6% zone,09:00,7524.1,7556.5,7442.9,7329.3,7300.9,32.4,NONE,TRACE,"3 units; Unit1 to range mid, Unit2 to opposite side -10%, Unit3 runner on a range break",False,baseline
2026-07-23_Trade_1,2026-07-23,SP500_Report_23Jul2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ 23 Jul cash open 14:30 UK,16:30,7498.96,7521.14,7476.78,7454.6,7286.22,22.18,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-07-23_Trade_2,2026-07-23,SP500_Report_23Jul2026.docx,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7483.19,7414.64,7551.74,7620.28,7695.92,68.55,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
2026-07-23_Trade_3,2026-07-23,SP500_Report_23Jul2026.docx,Trade 3 - Pivot fade (sell limit daily R2),Trade 3,SHORT,LIMIT,SELL LIMIT,09:00,7540.65,7588.26,7504.03,7490.13,7483.19,47.61,NONE,TRACE,3 units; runner exit at daily S1,False,baseline
2026-07-24_Trade_1,2026-07-24,SP500_Report_24Jul2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,"PENDING @ 07:00 UK anchor, executed 14:30 UK",09:00,7408.3,7446.52,7370.08,7331.86,7190.5,38.22,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 units; Unit3 SL->entry-0.2R on TP2 fill; runner 3xATR cap, time-stopped at the cash close",False,baseline
2026-07-24_Trade_2,2026-07-24,SP500_Report_24Jul2026.docx,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7428.37,7479.28,7375.53,7342.77,7289.93,50.91,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-07-24_Trade_3A,2026-07-24,SP500_Report_24Jul2026.docx,Trade 3A - Momentum-Pullback (38.2% rally-sell),Trade 3A,SHORT,LIMIT,SELL LIMIT,09:00,7481.66,7552.99,7395.6,7334.32,7256.36,71.33,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R (7467.39) on TP2 fill; structural override on 100%-ext break,False,baseline
2026-07-27_Trade_1,2026-07-27,SP500_Report_27Jul2026.docx,Trade 1 - Daily Directional,Trade 1,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-27_Trade_2,2026-07-27,SP500_Report_27Jul2026.docx,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,BUY STOP,09:00,7425.82,7392.91,7449.8,7468.7,7487.61,32.91,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7432.40) on TP2 fill,False,baseline
2026-07-27_Trade_3C,2026-07-27,SP500_Report_27Jul2026.docx,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,CONDITIONAL,CONDITIONAL - confirmed close above 7598.01,09:00,7598.01,7409.11,7868.82,8012.48,,188.9,NONE,TRACE,3 units; on Unit 2 fill Unit 3 stop to the broken boundary,False,baseline
2026-07-28_Trade_1,2026-07-28,SP500_Daily_Report_28-Jul-2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,LIMIT,BUY LIMIT into the 7387-7394 shelf,09:00,7392.0,7357.0,7427.0,7462.0,7538.0,35.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7399) on TP2 fill; runner session-close time-stop + 3xATR cap,False,baseline
2026-07-28_Trade_2,2026-07-28,SP500_Daily_Report_28-Jul-2026.docx,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7387.0,7362.0,7411.0,7435.0,7512.0,25.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7392) on TP2 fill; runner exit at pivot P,False,baseline
2026-07-28_Trade_3,2026-07-28,SP500_Daily_Report_28-Jul-2026.docx,Trade 3 - Mean-Reversion (buy stop on P reclaim),Trade 3,LONG,STOP,BUY STOP,09:00,7420.0,7378.0,7435.0,7457.0,7538.0,42.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7428.4) on TP2 fill,False,baseline
2026-07-29_Trade_1,2026-07-29,SP500_Report_29Jul2026.docx,Trade 1 - Daily Directional,Trade 1,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-29_Trade_2,2026-07-29,SP500_Report_29Jul2026.docx,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,BUY STOP,09:00,7438.79,7399.39,7478.18,7517.57,7560.0,39.4,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
2026-07-29_Trade_3C,2026-07-29,SP500_Report_29Jul2026.docx,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,CONDITIONAL,CONDITIONAL - confirmed close above 7598.01,09:00,7598.01,7409.11,7868.82,8012.48,,188.9,NONE,TRACE,3 units; on Unit 2 fill Unit 3 stop to the broken boundary,False,baseline
2026-07-30_Trade_1,2026-07-30,SP500_Report_30Jul2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ 30 Jul daily-open anchor,09:00,7316.0,7401.0,7231.0,7146.0,7181.0,85.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R (7299) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-07-30_Trade_2,2026-07-30,SP500_Report_30Jul2026.docx,Trade 2 - Pivot (regime-aware),Trade 2,,MARKET,,09:00,,,,,,,NONE,TRACE,,True,baseline
2026-07-30_Trade_3C,2026-07-30,SP500_Report_30Jul2026.docx,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,CONDITIONAL,CONDITIONAL - confirmed close below ~7283,09:00,7280.0,7408.0,7008.0,6865.0,,128.0,NONE,TRACE,3 units; on Unit 2 fill Unit 3 stop to the broken boundary,False,baseline
