report_id,instrument,report_date,strategy,direction,entry_mode,suggested_entry,stop_loss,tp1,tp2,tp3,risk_R_points,management,is_primary,scenario,unit,filled,fill_when,fill_datetime_uk,fill_price,sessions_to_fill,exit_price,exit_datetime_uk,exit_reason,R_card,R_realised,sessions_to_resolve,status
SPX-2026-05-25,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7447.53,7426.43,7468.98,7480.61,7492.24,21.1,3 units; Unit3 SL->entry+0.2R (7451.75) on TP2 fill,Y,PRIMARY,Unit 2,YES - MISPLACED STOP,IMMEDIATE (stop 79.5 pts BELOW market at the anchor),2026-05-26 07:00,7527.0,1,7480.61,2026-05-26 07:00,"CARD DEFECT: buy stop at 7447.53 sat 79.5 pts BELOW the 7527.0 anchor price - it triggers instantly as a market order, and ALL THREE targets are already behind price at entry. Card-basis +1.57R is pure artefact; on the actual fill every unit is underwater from the first tick.",1.568,-0.461,0,CLOSED - CARD DEFECT
SPX-2026-05-25,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7447.53,7426.43,7468.98,7480.61,7492.24,21.1,3 units; Unit3 SL->entry+0.2R (7451.75) on TP2 fill,Y,PRIMARY,Unit 3,YES - MISPLACED STOP,IMMEDIATE (stop 79.5 pts BELOW market at the anchor),2026-05-26 07:00,7527.0,1,7492.24,2026-05-26 07:00,"CARD DEFECT: buy stop at 7447.53 sat 79.5 pts BELOW the 7527.0 anchor price - it triggers instantly as a market order, and ALL THREE targets are already behind price at entry. Card-basis +1.57R is pure artefact; on the actual fill every unit is underwater from the first tick.",2.119,-0.346,0,CLOSED - CARD DEFECT
SPX-2026-05-25,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-25,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7400.82,7320.9,7428.94,7484.6,7630.3,79.9,3 units; Unit3 SL->entry+0.2R (7416.80) on TP2; structural override to 7442.71 on 100%-ext print,Y,PRIMARY,All units,NO,NO FILL,,,,,,"Limit 7400.82 not reached inside the 5-session window (lowest print to 3 Jun was 7495.7 on 28 May). First touch 2026-06-05 21:00 at t+8, in the payrolls collapse. Order life: no expiry stated on the card; scored under the standing 5-session default.",0.0,0.0,0,NO_FILL
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 1,YES - STALE ANCHOR,SAME SESSION,2026-05-26 00:00,7553.6,0,7548.98,2026-05-26 00:00,"CARD DEFECT: entry reference 7473.47 is again the 22 May close, but the 00:00 UK anchor opened at 7553.6 - 80.1 pts above. TP1 sits BELOW the actual fill. | TP1 already behind price at entry",0.994,-0.03,0,CLOSED - CARD DEFECT
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 2,YES - STALE ANCHOR,SAME SESSION,2026-05-26 00:00,7553.6,0,7624.5,2026-06-02 17:15,"CARD DEFECT: entry reference 7473.47 is again the 22 May close, but the 00:00 UK anchor opened at 7553.6 - 80.1 pts above. TP1 sits BELOW the actual fill. | TP2 touched",1.987,0.456,5,CLOSED - CARD DEFECT
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 3,YES - STALE ANCHOR,SAME SESSION,2026-05-26 00:00,7553.6,0,7521.5,2026-05-26 22:45,"CARD DEFECT: entry reference 7473.47 is again the 22 May close, but the 00:00 UK anchor opened at 7553.6 - 80.1 pts above. TP1 sits BELOW the actual fill. | CARD-SPECIFIED runner time-stop at the 26 May session close - below the actual fill",0.632,-0.206,0,CLOSED - CARD DEFECT
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 1,YES - MISPLACED STOP,IMMEDIATE (stop 105 pts BELOW market at the anchor),2026-05-26 00:00,7553.6,0,7470.15,2026-05-26 00:00,CARD DEFECT: buy stop 105.3 pts BELOW the 7553.6 open. Same failure as the 25 May pivot card - instant trigger with all three targets already behind price.,0.993,-0.656,0,CLOSED - CARD DEFECT
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 2,YES - MISPLACED STOP,IMMEDIATE (stop 105 pts BELOW market at the anchor),2026-05-26 00:00,7553.6,0,7482.36,2026-05-26 00:00,CARD DEFECT: buy stop 105.3 pts BELOW the 7553.6 open. Same failure as the 25 May pivot card - instant trigger with all three targets already behind price.,1.548,-0.56,0,CLOSED - CARD DEFECT
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 3,YES - MISPLACED STOP,IMMEDIATE (stop 105 pts BELOW market at the anchor),2026-05-26 00:00,7553.6,0,7494.57,2026-05-26 00:00,CARD DEFECT: buy stop 105.3 pts BELOW the 7553.6 open. Same failure as the 25 May pivot card - instant trigger with all three targets already behind price.,2.103,-0.464,0,CLOSED - CARD DEFECT
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,Y,PRIMARY,Unit 1,YES,TRIGGERED t+2 (28 May close 7578.2 cleared 7574.60),2026-05-28 22:45,7578.2,2,7751.3,2026-08-07 23:45,UNRESOLVED at end of available data. TP1 8202.09 never approached (feed high 7793.7); the 7160.29 stop was never threatened even at the 11 June low of 7229.3. Marked to market at the final close.,0.426,0.414,>48,OPEN_MTM
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,Y,PRIMARY,Unit 2,YES,TRIGGERED t+2 (28 May close 7578.2 cleared 7574.60),2026-05-28 22:45,7578.2,2,7751.3,2026-08-07 23:45,UNRESOLVED at end of available data. TP1 8202.09 never approached (feed high 7793.7); the 7160.29 stop was never threatened even at the 11 June low of 7229.3. Marked to market at the final close.,0.426,0.414,>48,OPEN_MTM
SPX-2026-05-26,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,Y,PRIMARY,Unit 3,YES,TRIGGERED t+2 (28 May close 7578.2 cleared 7574.60),2026-05-28 22:45,7578.2,2,7751.3,2026-08-07 23:45,UNRESOLVED at end of available data. TP1 8202.09 never approached (feed high 7793.7); the 7160.29 stop was never threatened even at the 11 June low of 7229.3. Marked to market at the final close.,0.426,0.414,>48,OPEN_MTM
SPX-2026-05-27,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 1,YES - STALE ANCHOR,SAME SESSION,2026-05-27 14:30,7556.1,0,7330.35,2026-06-09 17:15,"CARD DEFECT: entry reference 7519.12 is the 26 May record close; the 14:30 cash open printed 7556.1, 37 pts higher. Separately, R of 188.8 pts is ~3.9x ATR - the card itself flagged the wide stop, and a +1R target that far out could not resolve inside any daily horizon. | STOPPED OUT. TP1 at +1R (7707.89) is 188.8 pts away and was not reached until 4 August.",-1.0,-1.0,9,CLOSED - CARD DEFECT
SPX-2026-05-27,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 2,YES - STALE ANCHOR,SAME SESSION,2026-05-27 14:30,7556.1,0,7330.35,2026-06-09 17:15,"CARD DEFECT: entry reference 7519.12 is the 26 May record close; the 14:30 cash open printed 7556.1, 37 pts higher. Separately, R of 188.8 pts is ~3.9x ATR - the card itself flagged the wide stop, and a +1R target that far out could not resolve inside any daily horizon. | STOPPED OUT. TP2 at +2R (7896.66) was never reached in the available data at all.",-1.0,-1.0,9,CLOSED - CARD DEFECT
SPX-2026-05-27,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 3,YES - STALE ANCHOR,SAME SESSION,2026-05-27 14:30,7556.1,0,7543.0,2026-05-27 22:45,"CARD DEFECT: entry reference 7519.12 is the 26 May record close; the 14:30 cash open printed 7556.1, 37 pts higher. Separately, R of 188.8 pts is ~3.9x ATR - the card itself flagged the wide stop, and a +1R target that far out could not resolve inside any daily horizon. | CARD-SPECIFIED runner time-stop at the 27 May session close",0.126,-0.058,0,CLOSED - CARD DEFECT
SPX-2026-05-27,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-27,Trade 2 - Pivot (TREND_UP),LONG,BUY LIMIT,7451.26,7389.82,7538.19,7570.56,7602.92,61.4,3 units; Unit3 SL->entry+0.2R (7463.55) on TP2 fill,Y,PRIMARY,All units,NO,NO FILL,,,,,,Limit 7451.26 not reached inside the 5-session window (lowest print to 3 Jun was 7495.7). First touch 2026-06-05 18:30 at t+7. Order life: no expiry stated on the card; scored under the standing 5-session default.,0.0,0.0,0,NO_FILL
SPX-2026-05-27,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-27,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7421.5,7330.35,7456.24,7525.0,7705.0,91.2,3 units; structural runner override to 7473.25 on 100%-ext break,Y,PRIMARY,All units,NO,NO FILL,,,,,,Limit 7421.50 required a ~1.3% pullback that did not come inside the window. First touch 2026-06-05 20:30 at t+7. Order life: no expiry stated on the card; scored under the standing 5-session default.,0.0,0.0,0,NO_FILL
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,Y,PRIMARY,Unit 1,YES,SAME SESSION,2026-05-28 07:00,7499.8,0,7548.41,2026-05-28 16:00,"Entry reference 7519 was 19.2 pts above the actual 07:00 fill of 7499.8 - the stale-anchor error ran in the favourable direction here, compressing realised R to 28.6 pts and inflating realised R-multiples. | TP1 (daily R1) touched same session",0.615,1.7,0,CLOSED
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,Y,PRIMARY,Unit 2,YES,SAME SESSION,2026-05-28 07:00,7499.8,0,7575.81,2026-05-28 21:30,"Entry reference 7519 was 19.2 pts above the actual 07:00 fill of 7499.8 - the stale-anchor error ran in the favourable direction here, compressing realised R to 28.6 pts and inflating realised R-multiples. | TP2 (monthly R3) touched same session",1.188,2.658,0,CLOSED
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,Y,PRIMARY,Unit 3,YES,SAME SESSION,2026-05-28 07:00,7499.8,0,7616.3,2026-06-01 19:30,"Entry reference 7519 was 19.2 pts above the actual 07:00 fill of 7499.8 - the stale-anchor error ran in the favourable direction here, compressing realised R to 28.6 pts and inflating realised R-multiples. | TP3 (daily R3) reached. All three units resolved before the 7471.20 stop was tested on 5 June.",2.036,4.073,2,CLOSED
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 2 - Pivot (daily P / weekly R1 retest),LONG,BUY LIMIT,7510.0,7479.0,7545.56,7577.69,7606.21,31.0,3 units; BE on TP1; runner trails 0.2R on TP2,Y,PRIMARY,Unit 1,YES - MISPLACED LIMIT,IMMEDIATE (limit 10.2 pts ABOVE market at the anchor),2026-05-28 07:00,7499.8,0,7545.56,2026-05-28 16:00,"CARD DEFECT (benign): the 7510 buy limit sat 10.2 pts ABOVE the 7499.8 anchor price, so it was not a limit - it fills immediately at market. Here the misplacement was favourable. | TP1 (weekly R2) touched same session",1.147,2.2,0,CLOSED - CARD DEFECT
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 2 - Pivot (daily P / weekly R1 retest),LONG,BUY LIMIT,7510.0,7479.0,7545.56,7577.69,7606.21,31.0,3 units; BE on TP1; runner trails 0.2R on TP2,Y,PRIMARY,Unit 2,YES - MISPLACED LIMIT,IMMEDIATE (limit 10.2 pts ABOVE market at the anchor),2026-05-28 07:00,7499.8,0,7577.69,2026-05-28 22:00,"CARD DEFECT (benign): the 7510 buy limit sat 10.2 pts ABOVE the 7499.8 anchor price, so it was not a limit - it fills immediately at market. Here the misplacement was favourable. | TP2 (daily R2) touched same session",2.184,3.745,0,CLOSED - CARD DEFECT
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 2 - Pivot (daily P / weekly R1 retest),LONG,BUY LIMIT,7510.0,7479.0,7545.56,7577.69,7606.21,31.0,3 units; BE on TP1; runner trails 0.2R on TP2,Y,PRIMARY,Unit 3,YES - MISPLACED LIMIT,IMMEDIATE (limit 10.2 pts ABOVE market at the anchor),2026-05-28 07:00,7499.8,0,7606.21,2026-06-01 03:45,"CARD DEFECT (benign): the 7510 buy limit sat 10.2 pts ABOVE the 7499.8 anchor price, so it was not a limit - it fills immediately at market. Here the misplacement was favourable. | TP3 (weekly R3) reached",3.104,5.116,2,CLOSED - CARD DEFECT
SPX-2026-05-28,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-28,Trade 3A - Momentum-Pullback,LONG,BUY LIMIT,7495.0,7471.0,7539.09,7567.0,7597.0,24.0,3 units; Unit3 stop to entry+1R per the 3A structural runner rule,Y,PRIMARY,All units,NO,NO FILL,,,,,,Limit 7495 missed the 28 May session low of 7495.7 by 0.7 pts and was not reached inside the window. First touch 2026-06-05 17:15 at t+6. Order life: no expiry stated on the card; scored under the standing 5-session default.,0.0,0.0,0,NO_FILL
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 1 - Daily Directional,LONG,BUY LIMIT,7535.0,7495.0,7575.0,7615.0,7655.0,40.0,3 units; Unit3 SL->entry+0.2R (7543) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 1,YES,LATE FILL t+4,2026-06-04 00:00,7535.0,4,7575.0,2026-06-04 17:00,Filled four sessions after issue under the 5-session default - inconsistent with a card whose own runner rule is a same-session time-stop. Order life: no expiry stated on the card; scored under the standing 5-session default. | TP1 (+1R) touched,1.0,1.0,0,CLOSED
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 1 - Daily Directional,LONG,BUY LIMIT,7535.0,7495.0,7575.0,7615.0,7655.0,40.0,3 units; Unit3 SL->entry+0.2R (7543) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 2,YES,LATE FILL t+4,2026-06-04 00:00,7535.0,4,7495.0,2026-06-05 17:15,"Filled four sessions after issue under the 5-session default - inconsistent with a card whose own runner rule is a same-session time-stop. Order life: no expiry stated on the card; scored under the standing 5-session default. | STOPPED OUT in the payrolls break. TP2 (+2R, 7615) not reached until 4 August.",-1.0,-1.0,1,CLOSED
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 1 - Daily Directional,LONG,BUY LIMIT,7535.0,7495.0,7575.0,7615.0,7655.0,40.0,3 units; Unit3 SL->entry+0.2R (7543) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 3,YES,LATE FILL t+4,2026-06-04 00:00,7535.0,4,7582.1,2026-06-04 22:45,Filled four sessions after issue under the 5-session default - inconsistent with a card whose own runner rule is a same-session time-stop. Order life: no expiry stated on the card; scored under the standing 5-session default. | CARD-SPECIFIED runner time-stop at the entry-session close,1.178,1.178,0,CLOSED
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7551.0,7517.0,7585.0,7619.0,7670.0,34.0,3 units; Unit3 SL->entry+0.2R (7558) on TP2 fill; runner exit at weekly P re-test,Y,PRIMARY,Unit 1,YES,LATE FILL t+3,2026-06-03 22:15,7551.0,3,7585.0,2026-06-04 18:15,Order life: no expiry stated on the card; scored under the standing 5-session default. | TP1 (+1R) touched,1.0,1.0,1,CLOSED
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7551.0,7517.0,7585.0,7619.0,7670.0,34.0,3 units; Unit3 SL->entry+0.2R (7558) on TP2 fill; runner exit at weekly P re-test,Y,PRIMARY,Unit 2,YES,LATE FILL t+3,2026-06-03 22:15,7551.0,3,7517.0,2026-06-05 15:45,Order life: no expiry stated on the card; scored under the standing 5-session default. | STOPPED OUT. TP2 (7619) not reached until 4 August.,-1.0,-1.0,2,CLOSED
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7551.0,7517.0,7585.0,7619.0,7670.0,34.0,3 units; Unit3 SL->entry+0.2R (7558) on TP2 fill; runner exit at weekly P re-test,Y,PRIMARY,Unit 3,YES,LATE FILL t+3,2026-06-03 22:15,7551.0,3,7517.0,2026-06-05 15:45,Order life: no expiry stated on the card; scored under the standing 5-session default. | STOPPED OUT at the original stop - the BE move to 7558 requires a TP2 fill that never came.,-1.0,-1.0,2,CLOSED
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,Y,PRIMARY,Unit 1,YES - MISPLACED STOP,IMMEDIATE (stop 6.6 pts BELOW market at the anchor),2026-05-29 00:00,7578.6,0,7616.0,2026-06-01 19:30,CARD DEFECT (marginal): buy stop 7572 sat 6.6 pts below the 7578.6 anchor - triggers instantly rather than on a confirmed break of the 28 May high. | TP1 touched,1.0,0.739,1,CLOSED - CARD DEFECT
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,Y,PRIMARY,Unit 2,YES - MISPLACED STOP,IMMEDIATE (stop 6.6 pts BELOW market at the anchor),2026-05-29 00:00,7578.6,0,7528.0,2026-06-04 00:00,CARD DEFECT (marginal): buy stop 7572 sat 6.6 pts below the 7578.6 anchor - triggers instantly rather than on a confirmed break of the 28 May high. | STOPPED OUT. TP2 (7660) not reached until 4 August.,-1.0,-1.0,3,CLOSED - CARD DEFECT
SPX-2026-05-29,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,Y,PRIMARY,Unit 3,YES - MISPLACED STOP,IMMEDIATE (stop 6.6 pts BELOW market at the anchor),2026-05-29 00:00,7578.6,0,7528.0,2026-06-04 00:00,CARD DEFECT (marginal): buy stop 7572 sat 6.6 pts below the 7578.6 anchor - triggers instantly rather than on a confirmed break of the 28 May high. | STOPPED OUT at the original stop; no BE armed.,-1.0,-1.0,3,CLOSED - CARD DEFECT
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,Y,PRIMARY,Unit 1,YES,SAME SESSION,2026-06-01 02:00,7599.5,0,7562.6,2026-06-03 18:15,"STOPPED OUT. TP1 (+1R, 7636.5) not reached until 4 August.",-1.0,-1.0,2,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,Y,PRIMARY,Unit 2,YES,SAME SESSION,2026-06-01 02:00,7599.5,0,7562.6,2026-06-03 18:15,STOPPED OUT.,-1.0,-1.0,2,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,Y,PRIMARY,Unit 3,YES,SAME SESSION,2026-06-01 02:00,7599.5,0,7600.2,2026-06-01 22:45,CARD-SPECIFIED runner time-stop at the 1 June cash close - 0.7 pts above entry,0.019,0.019,0,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,Y,PRIMARY,Unit 1,YES,SAME SESSION,2026-06-01 00:00,7581.0,0,7617.0,2026-06-01 19:30,TP1 (+1R) touched same session,1.006,1.006,0,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,Y,PRIMARY,Unit 2,YES,SAME SESSION,2026-06-01 00:00,7581.0,0,7545.2,2026-06-03 22:30,STOPPED OUT. TP2 (7653) not reached until 4 August.,-1.0,-1.0,2,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,Y,PRIMARY,Unit 3,YES,SAME SESSION,2026-06-01 00:00,7581.0,0,7600.2,2026-06-01 22:45,Runner exit at the 1 June session close per the card rule,0.536,0.536,0,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7538.0,7520.0,7580.0,7599.0,7690.0,18.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 1,YES,LATE FILL t+2,2026-06-03 22:30,7538.0,2,7520.0,2026-06-04 13:30,R of 18 pts is ~0.25x ATR - the tightest stop in the sample and it did not survive one session. Order life: no expiry stated on the card; scored under the standing 5-session default. | STOPPED OUT at 13:30; TP1 7580 was touched at 17:15 the same session - 3h45m too late.,-1.0,-1.0,1,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7538.0,7520.0,7580.0,7599.0,7690.0,18.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 2,YES,LATE FILL t+2,2026-06-03 22:30,7538.0,2,7520.0,2026-06-04 13:30,R of 18 pts is ~0.25x ATR - the tightest stop in the sample and it did not survive one session. Order life: no expiry stated on the card; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,1,CLOSED
SPX-2026-06-01,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-01,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7538.0,7520.0,7580.0,7599.0,7690.0,18.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 3,YES,LATE FILL t+2,2026-06-03 22:30,7538.0,2,7520.0,2026-06-04 13:30,R of 18 pts is ~0.25x ATR - the tightest stop in the sample and it did not survive one session. Order life: no expiry stated on the card; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,1,CLOSED
