card_id,report_date,report_file,strategy,family,direction,entry_mode,entry_mode_text,anchor_broker,entry,stop,tp1,tp2,tp3,card_R_points,be_rule,runner_rule,management_text,suppressed,source,slice_file,last_bar_broker
2026-06-05_Trade_3B,2026-06-05,Gold_Report_05Jun2026.docx,Trade 3 - Mean-Reversion (variant 3B; regime = RANGE),Trade 3B,LONG,LIMIT,"Buy-limit zone 4,412.86 - 4,453.60 USD/oz (use 4,453.60 as the working fill).",02:00,4453.6,4407.15,4570.12,4733.09,,46.45,BE_0.2R_ON_TP2,TRACE,3 equal units; universal BE+0.2R rule on Unit 2 fill.,False,baseline,,
2026-06-08_Trade_1,2026-06-08,Gold_Report_08-Jun-2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,Market at the 8 Jun daily open (anchor overridden to 8 Jun session open),02:00,,4420.0,4260.0,4180.0,,80.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1; U2 exits TP2; on U2 fill, U3 SL → entry − 0.2R",False,baseline,,
2026-06-08_Trade_2,2026-06-08,Gold_Report_08-Jun-2026.docx,"Trade 2 - Pivot, regime-aware (SHORT / trend)",Trade 2,SHORT,LIMIT,"Sell limit at P $4,377.70 (rally into pivot)",02:00,4377.7,4447.0,4308.4,4239.1,4207.91,69.3,BE_0.2R_ON_TP2,TRACE,3 equal units; standard tranche rule; U3 SL → entry − 0.2R on U2 fill,False,baseline,,
2026-06-08_Trade_3C,2026-06-08,Gold_Report_08-Jun-2026.docx,Trade 3C - Momentum-Breakout (SHORT),Trade 3C,SHORT,STOP,"Stop entry at $4,309.0 on confirmed break of Fri low $4,311.86",02:00,4309.0,4372.0,4246.0,4183.0,4103.97,63.0,BE_0.2R_ON_TP2,TRACE,3 equal units; 3C uses standard rule (3A structural override n/a),False,baseline,,
2026-06-09_Trade_1,2026-06-09,Gold_Report_09Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,Market at 07:00 UK (overridden anchor),09:00,4313.0,4404.0,4222.0,4132.0,,91.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; Unit1→TP1, Unit2→TP2, Unit3 runner with BE+0.2R trail on Unit2 fill",False,baseline,,
2026-06-09_Trade_2,2026-06-09,Gold_Report_09Jun2026.docx,"Trade 2 - Pivot (TREND_DOWN, breakout-follow)",Trade 2,SHORT,STOP,Sell-stop/limit at P − 10% of (P−S1),02:00,4314.0,4361.0,4262.0,4236.0,4211.0,47.0,BE_0.2R_ON_TP2,TRACE,3 equal units; BE+0.2R on Unit2 fill,False,baseline,,
2026-06-09_Trade_3A,2026-06-09,Gold_Report_09Jun2026.docx,Trade 3A - Momentum-Pullback (TREND_DOWN),Trade 3A,SHORT,LIMIT,"57.5% retrace ≈ $4,433 (sell into a bounce)",02:00,4433.0,4582.0,4378.0,4268.0,,149.0,NONE,TRACE,3 equal units; structural runner override on 100%-extension break,False,baseline,,
2026-06-10_Trade_1,2026-06-10,Gold_Report_10-Jun-2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,Sell at the 07:00 UK open (overridden anchor),09:00,4290.0,4368.0,4212.0,4134.0,,78.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 at TP1, U2 at TP2; on U2 fill U3 stop to entry ±0.2R",False,baseline,,
2026-06-10_Trade_2,2026-06-10,Gold_Report_10-Jun-2026.docx,Trade 2 - Pivot (TREND_DOWN),Trade 2,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-06-10_Trade_3A,2026-06-10,Gold_Report_10-Jun-2026.docx,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,LIMIT,"57.5% retracement ≈ $4,385 (sell limit on a bounce)",02:00,4385.0,4487.0,4346.0,4268.0,,102.0,BE_0.2R_ON_TP2,TRACE,"On fill, U3 stop to entry +0.2R",False,baseline,,
2026-06-11_Trade_1,2026-06-11,Gold_Report_11-Jun-2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,STOP,"Sell stop at 4,089 on a confirmed break of the 4,090 swing low (or market sell on a rally rejection at 4,138)",02:00,4089.0,4164.0,4014.0,3939.0,,75.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; Unit 1 at TP1, Unit 2 at TP2; on Unit 2 fill, Unit 3 SL → entry ± 0.2R (≈15 USD)",False,baseline,,
2026-06-11_Trade_2,2026-06-11,Gold_Report_11-Jun-2026.docx,Trade 2 - Pivot (regime-aware breakout-side),Trade 2,SHORT,STOP,"Sell stop at 4,074 on break of daily S1 (4,075.3)",02:00,4074.0,4125.0,4041.0,3991.0,3907.0,51.0,BE_0.2R_ON_TP2,TRACE,3 equal units; standard rule; on Unit 2 fill Unit 3 SL → entry ± 0.2R (≈10 USD),False,baseline,,
2026-06-11_Trade_3A,2026-06-11,Gold_Report_11-Jun-2026.docx,Trade 3A - Momentum-Pullback (TREND_DOWN fork),Trade 3A,SHORT,LIMIT,"Sell limit at 4,153 (broken weekly S1 4,153.7 retest)",02:00,4153.0,4208.0,4098.0,4048.0,3990.0,55.0,NONE,TRACE,3 equal units; 3A structural-runner override active,False,baseline,,
2026-06-15_Trade_1,2026-06-15,Gold_Report_15Jun2026.docx,Trade 1 — Daily Directional (SHORT — TREND_DOWN regime),Trade 1,SHORT,MARKET,"Market / just-fillable at 07:00 UK ≈ US$4,176.51 (anchor overridden to 07:00 UK)",09:00,4176.51,4258.25,4094.77,4013.04,,81.74,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 equal units; Unit 1 → TP1; Unit 2 → TP2; on Unit-2 fill Unit-3 SL → entry +0.2R,False,baseline,,
2026-06-15_Trade_2,2026-06-15,Gold_Report_15Jun2026.docx,"Trade 2 — Pivot, regime-aware (SHORT — TREND_DOWN pivot breakdown)",Trade 2,SHORT,STOP,"Sell stop/limit at US$4,191.00 — 10% of the P→S1 leg below the daily pivot P",09:00,4191.0,4213.64,4158.64,4134.84,,22.64,NONE,TRACE,,False,baseline,,
2026-06-15_Trade_3A,2026-06-15,Gold_Report_15Jun2026.docx,Trade 3 — Momentum-Pullback 3A (SHORT — TREND_DOWN),Trade 3A,SHORT,LIMIT,"Sell limit at the 57.5% retracement = US$4,219.02 (pullback into resistance)",09:00,4219.02,4391.18,4153.41,4023.55,3683.6,172.0,BE_0.2R_ON_TP2,TRACE,"TP2 (0% — swing low) US$4,023.55 — on fill, Unit-3 SL → entry +0.2R; TP3 (100%+ extension) US$3,683.60; structural runner override: on a print below the 100% extension, Unit-3 SL → 50% of the 1:1 leg (≈US$4,121)",False,baseline,,
2026-06-16_Trade_1,2026-06-16,Gold_Report_16Jun2026.docx,Trade 1 - Daily Directional (LONG),Trade 1,LONG,MARKET,Market at 07:00 UK open,09:00,4314.33,4146.57,4482.09,4649.84,,167.8,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1→TP1, U2→TP2, U3 runner with BE+0.2R trail on U2 fill",False,baseline,,
2026-06-16_Trade_2,2026-06-16,Gold_Report_16Jun2026.docx,"Trade 2 - Pivot, TRANSITION breakout-side (LONG, indicative)",Trade 2,LONG,STOP,"Stop/limit at $4,216.15 — 10% of the way from daily P ($4,212) toward R1",09:00,4216.15,4184.3,4253.89,4271.18,4288.47,31.9,NONE,TRACE,,False,baseline,,
2026-06-16_Trade_3C,2026-06-16,Gold_Report_16Jun2026.docx,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-06-17_Trade_1,2026-06-17,Gold_Report_17-Jun-2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,"Market at 00:00 UK, ~$4,340/oz",02:00,4340.0,4303.0,4377.0,4414.0,4451.0,37.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1→TP1, U2→TP2; on U2 fill, U3 stop → entry +0.2R ($4,347)",False,baseline,,
2026-06-17_Trade_2,2026-06-17,Gold_Report_17-Jun-2026.docx,Trade 2 - Pivot (regime-aware),Trade 2,LONG,LIMIT,"Buy-limit at daily P $4,331.9",02:00,4331.9,4288.4,4357.7,4375.4,4401.2,43.5,BE_0.2R_ON_TP2,TRACE,3 equal units; standard rule; on U2 fill U3 stop → entry +0.2R,False,baseline,,
2026-06-17_Trade_3A,2026-06-17,Gold_Report_17-Jun-2026.docx,Trade 3 - Regime-driven (fork: 3A Momentum-Pullback),Trade 3A,LONG,STOP,"Stop-entry at $4,351 on confirmed break of 16-Jun high $4,349.6",02:00,4351.0,4314.0,4388.0,4425.0,4451.0,37.0,NONE,TRACE,3 equal units; 3A runner override applies on extension break,False,baseline,,
2026-06-18_Trade_1,2026-06-18,Gold_Report_18Jun2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,"Market at 07:00 UK open (anchor overridden this run), ≈ $4,352",09:00,4352.0,4288.0,4416.0,4480.0,,64.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1; U2 exits TP2; on U2 fill, U3 stop → entry + 0.2R ($4,365)",False,baseline,,
2026-06-18_Trade_2,2026-06-18,Gold_Report_18Jun2026.docx,Trade 2 - Pivot (TRANSITION),Trade 2,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-06-18_Trade_3A,2026-06-18,Gold_Report_18Jun2026.docx,Trade 3A - Momentum-Pullback (TRANSITION → fork defaults to 3A),Trade 3A,LONG,LIMIT,"Buy limit at $4,318",02:00,4318.0,4266.0,4370.0,4422.0,4382.0,52.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1→TP1, U2→TP2; on U2 fill U3 stop → entry + 0.2R",False,baseline,,
2026-06-19_Trade_1,2026-06-19,Gold_Report_19-Jun-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,MARKET,"Market at 07:00 UK (anchor override). Reference 4,188.30 (19 Jun open)",09:00,4188.3,4313.6,4063.0,3937.7,,125.3,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1; U2 exits TP2; on U2 fill, U3 SL → entry ± 0.2R",False,baseline,,
2026-06-19_Trade_2,2026-06-19,Gold_Report_19-Jun-2026.docx,"Trade 2 — Pivot (TREND_DOWN, trend-following)",Trade 2,SHORT,STOP,"Sell-stop/limit at P − 0.10×(P − S1) ≈ 4,225.86 (just below daily P on the downside)",02:00,4225.86,4273.86,4140.32,4116.26,4092.2,48.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1→S1, U2→S1.5; on U2 fill U3 SL → entry − 0.2R; runner toward P-as-target rule replaced by S2 in trend mode",False,baseline,,
2026-06-19_Trade_3A,2026-06-19,Gold_Report_19-Jun-2026.docx,Trade 3 — Momentum-Pullback (variant 3A),Trade 3A,SHORT,LIMIT,"57.5% retracement of the down-swing ≈ 4,271.93 (sell into the bounce)",02:00,4271.93,4412.97,4283.16,4121.86,3860.87,141.04,BE_0.2R_ON_TP2,TRACE,"On fill, U3 SL → entry + 0.2R",False,baseline,,
2026-06-23_Trade_1,2026-06-23,Gold_Report_23-Jun-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,CONDITIONAL,"Sell stop at $4,176.00 on a confirmed daily close below the confluence (or market on rejection of $4,221 weekly P)",02:00,4176.0,4265.0,4087.0,3998.0,3910.0,89.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill, U3 SL → entry ±0.2R ($17.80)",False,baseline,,
2026-06-23_Trade_2,2026-06-23,Gold_Report_23-Jun-2026.docx,"Trade 2 — Pivot (regime-aware, TREND_DOWN)",Trade 2,SHORT,LIMIT,"Sell limit at $4,221.33 (weekly P) — fade into resistance in a downtrend",02:00,4221.33,4264.62,4184.45,4148.55,4104.28,43.29,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1→TP1, U2→TP2; on U2 fill, U3 SL → entry ±0.2R ($8.66)",False,baseline,,
2026-06-23_Trade_3A,2026-06-23,Gold_Report_23-Jun-2026.docx,Trade 3A — Momentum-Pullback (TREND_DOWN selected),Trade 3A,SHORT,LIMIT,"Sell limit at the 38.2% retrace of the $4,382.85→$4,120.89 down-leg = $4,220.95",02:00,4220.95,4265.0,4120.89,4040.0,3959.0,44.05,NONE,TRACE,"3A override: on 100%-ext break, U3 SL → halfway entry-to-0% anchor",False,baseline,,
2026-06-24_Trade_1,2026-06-24,Gold_Report_24Jun2026.docx,"Trade 1 - Daily Directional (SHORT, TREND_DOWN regime)",Trade 1,SHORT,MARKET,Market at 00:00 UK,02:00,4198.66,4343.56,4053.76,3908.85,,144.9,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1→TP1, U2→TP2; on U2 fill, U3 stop → entry +0.2R (4,169.68)",False,baseline,,
2026-06-24_Trade_2,2026-06-24,Gold_Report_24Jun2026.docx,"Trade 2 - Pivot (regime-aware, INDICATIVE)",Trade 2,SHORT,LIMIT,"Sell-limit at weekly pivot 4,221.33 (corroborated weekly tier) or daily R1 4,180.25 (indicative)",02:00,4221.33,4265.0,4144.82,4093.65,,,NONE,,,False,baseline,,
2026-06-24_Trade_3A,2026-06-24,Gold_Report_24Jun2026.docx,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,STOP,"Stop-entry at 4,109.40 on confirmed break of 23-Jun low",02:00,4109.4,4200.5,4060.0,4007.05,,,NONE,TRACE,"TP2 / runner: 4,007.05 (daily S3); runner to measured-move extension",False,baseline,,
2026-06-25_Trade_1,2026-06-25,Gold_Report_25Jun2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,"Sell at as-of session open ≈ 4,016 (anchor overridden to 25 Jun session open per instruction)",02:00,4016.0,4140.0,3892.0,3768.0,,124.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1→TP1, U2→TP2; on U2 fill U3 SL → entry ∓0.2R",False,baseline,,
2026-06-25_Trade_2,2026-06-25,Gold_Report_25Jun2026.docx,"Trade 2 - Pivot, regime-aware (TREND_DOWN → trend-follow short across pivot)",Trade 2,SHORT,STOP,"Sell-stop at P − 10%·(P − S1) ≈ 4,032 (just below daily P 4,040)",02:00,4032.0,4081.0,3964.0,3938.0,3913.0,49.0,NONE,TRACE,,False,baseline,,
2026-06-25_Trade_3A,2026-06-25,Gold_Report_25Jun2026.docx,"Trade 3A - Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,LIMIT,"57.5% retrace of the down-swing ≈ 4,185 (sell into a rally)",02:00,4185.0,4359.0,4119.0,3988.0,3843.0,,BE_0.2R_ON_TP2,TRACE,on fill U3 SL → entry +0.2R,False,baseline,,
2026-06-26_Trade_1,2026-06-26,Gold_Report_26-Jun-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,MARKET,"Market at 07:00 UK, ≈ 4,040 (USD/oz). Anchor overridden to 07:00 UK this run.",09:00,4040.0,4096.0,3984.0,3929.0,3873.0,56.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; Unit 1 at TP1, Unit 2 at TP2; on Unit 2 fill, Unit 3 stop → entry +0.2R (≈4,051)",False,baseline,,
2026-06-26_Trade_2,2026-06-26,Gold_Report_26-Jun-2026.docx,"Trade 2 — Pivot (Trend-Following, TREND_DOWN)",Trade 2,SHORT,STOP,"Sell-stop at 4,015 on a confirmed break back below daily P (4,019)",09:00,4015.0,4062.0,3968.0,3921.0,3889.0,47.0,BE_0.2R_ON_TP2,TRACE,3 equal units; standard BE+0.2R rule on Unit 2 fill,False,baseline,,
2026-06-26_Trade_3A,2026-06-26,Gold_Report_26-Jun-2026.docx,"Trade 3 — Momentum-Pullback (3A, TREND_DOWN)",Trade 3A,SHORT,LIMIT,"Sell-limit at 4,074 (daily R1 / 24-Jun-high pullback)",09:00,4074.0,4122.0,4061.0,3978.0,3964.0,48.0,NONE,TRACE,3 equal units; 3A structural runner override on extension break,False,baseline,,
2026-06-29_Trade_1,2026-06-29,Gold_Report_29Jun2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,STOP,"Sell stop at 3,983 (26 Jun low) on confirmed break, or market on weakness at the 07:00 UK open ≈ 4,007",09:00,3983.0,4045.0,3921.0,3859.0,,62.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill, U3 stop → entry −0.2R",False,baseline,,
2026-06-29_Trade_2,2026-06-29,Gold_Report_29Jun2026.docx,"Trade 2 - Pivot, Trend-Following (SHORT)",Trade 2,SHORT,LIMIT,"Sell limit at daily R1 4,031 (rally into resistance)",09:00,4031.0,4078.0,4007.0,3985.0,3961.0,47.0,BE_0.2R_ON_TP2,TRACE,3 equal units; standard BE+0.2R rule on U2 fill,False,baseline,,
2026-06-29_Trade_3A,2026-06-29,Gold_Report_29Jun2026.docx,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,LIMIT,"Sell limit at the 38.2% retrace of the 22–24 Jun down-leg ≈ 4,073 (fib anchor 4,220→3,959)",09:00,4073.0,4123.0,4023.0,3990.0,3959.0,50.0,NONE,TRACE,"3 units; Trade 3A runner override — on 100%-extension break, stop → halfway between entry and 0% anchor",False,baseline,,
2026-06-30_Trade_1,2026-06-30,Gold_Report_30Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,LIMIT,"Sell limit $4,062 (daily/weekly pivot confluence) — market at 07:00 UK if already trading below pivot",09:00,4062.0,4096.0,4028.0,3994.0,3945.0,34.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill, U3 stop → entry −0.2R ($4,055)",False,baseline,,
2026-06-30_Trade_2,2026-06-30,Gold_Report_30Jun2026.docx,"Trade 2 - Pivot (regime-aware, TREND)",Trade 2,SHORT,STOP,"Sell stop $4,029 on confirmed break of daily S1 (momentum continuation)",09:00,4029.0,4062.0,3996.0,3963.0,3906.0,33.0,BE_0.2R_ON_TP2,TRACE,3 equal units; standard rule; U3 stop → entry −0.2R on U2 fill,False,baseline,,
2026-06-30_Trade_3A,2026-06-30,Gold_Report_30Jun2026.docx,Trade 3 - Complex (fork → 3A Momentum-Pullback),Trade 3A,SHORT,LIMIT,"Sell limit $4,075 — pullback into the 38.2% retrace of the 23–25 Jun down-leg",09:00,4075.0,4100.0,4050.0,4025.0,3975.0,25.0,NONE,TRACE,"3 equal units; 3A runner override: on 100%-extension break, U3 stop → halfway entry-to-0% anchor",False,baseline,,
2026-07-01_Trade_1,2026-07-01,Gold_Report_01-Jul-2026.docx,Trade 1 — Daily Directional,Trade 1,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-07-01_Trade_2,2026-07-01,Gold_Report_01-Jul-2026.docx,"Trade 2 — Pivot, TREND-continuation (medium regime TREND_DOWN)",Trade 2,SHORT,LIMIT,"Sell limit $4,077.64 (daily R1)",02:00,4077.64,4115.26,4040.02,4002.4,4010.47,37.62,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill, U3 SL → entry − 0.2R ($4,070.12)",False,baseline,,
2026-07-01_Trade_3A,2026-07-01,Gold_Report_01-Jul-2026.docx,Trade 3A — Momentum-Pullback (regime TREND_DOWN; sell the counter-trend bounce),Trade 3A,SHORT,MARKET,"Market at 00:00 UK $4,025.94 (overridden daily-open anchor, 1 Jul)",02:00,4025.94,4077.64,3974.24,3943.3,3891.6,51.7,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill, U3 SL → entry + 0.2R ($4,036.28)",False,baseline,,
2026-07-02_Trade_1,2026-07-02,Gold_Report_02Jul2026.docx,Trade 1 — Daily Directional,Trade 1,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-07-02_Trade_2,2026-07-02,Gold_Report_02Jul2026.docx,"Trade 2 — Pivot (regime-aware, TRANSITION → sell rally into resistance)",Trade 2,SHORT,LIMIT,"Sell limit $4,012.61 (daily R1) — 26,261 ticks level; alt. market on rejection wick",02:00,4012.61,4065.0,3960.22,3907.83,3828.0,52.39,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill U3 stop → entry −0.2R",False,baseline,,
2026-07-02_Trade_3A,2026-07-02,Gold_Report_02Jul2026.docx,"Trade 3 — Complex (fork → 3A Momentum-Pullback, short side)",Trade 3A,SHORT,STOP,"Stop-entry $3,982.00 on confirmed break of 01 Jul low $3,960.25... use $3,944.00 break (30 Jun low) as trigger for continuation",02:00,3982.0,4010.0,3878.0,3828.0,3785.0,66.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1/U2 as above; 3A override — on 100%-ext break, SL → halfway entry↔0% anchor",False,baseline,,
2026-07-03_Trade_1,2026-07-03,Gold_Report_03-Jul-2026.docx,Trade 1 — Daily Directional,Trade 1,n/a,,,02:00,,,,,,,NONE,,,True,baseline,,
2026-07-03_Trade_2,2026-07-03,Gold_Report_03-Jul-2026.docx,"Trade 2 — Pivot, range-fade variant (TRANSITION regime)",Trade 2,SHORT,LIMIT,"Sell limit $4,145.00 (tick 0.01)",02:00,4145.0,4183.0,4107.0,4069.0,4009.32,38.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill move U3 stop to entry ± 0.2R ($7.60)",False,baseline,,
2026-07-03_Trade_3A,2026-07-03,Gold_Report_03-Jul-2026.docx,"Trade 3A — Momentum-Pullback (fork selected: TRANSITION with short-term bullish impulse → buy the pullback, tight)",Trade 3A,LONG,LIMIT,"Buy limit $4,072.00 (tick 0.01)",02:00,4072.0,4030.0,4110.0,4144.0,4183.0,42.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1→TP1, U2→TP2; on U2 fill move U3 stop to entry +0.2R ($8.40). 3A override: on a 100%-extension break, U3 stop to halfway entry↔0% anchor",False,baseline,,
2026-07-06_Trade_1,2026-07-06,Gold_Report_06Jul2026.docx,Trade 1 — Daily Directional (LONG — direction score +0.43),Trade 1,LONG,MARKET,"Market at 07:00 UK (overridden anchor), ref 4,180.06",09:00,4180.06,4095.49,4264.64,4349.21,,84.6,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1→TP1, U2→TP2, U3 runner with BE+0.2R trail on U2 fill.",False,baseline,,
2026-07-06_Trade_2,2026-07-06,Gold_Report_06Jul2026.docx,"Trade 2 — Pivot (TRANSITION, breakout side only — LONG)",Trade 2,LONG,STOP,"Stop-entry at 4,209.41 (daily R1) on confirmed break",02:00,4209.41,4136.86,4224.09,4238.76,4281.96,72.6,BE_0.2R_ON_TP2,TRACE,3 equal units; BE+0.2R on U2 fill.,False,baseline,,
2026-07-06_Trade_3C,2026-07-06,Gold_Report_06Jul2026.docx,Trade 3 — Momentum-Breakout 3C (TRANSITION regime),Trade 3C,LONG,CONDITIONAL,"On confirmed daily close above 4,220 (breakout candle close), ref ~4,225",02:00,4225.0,4172.8,4340.0,4430.0,4515.0,52.0,NONE,TRACE,3 equal units; U3 SL to broken boundary on TP2 fill.,False,baseline,,
2026-07-07_Trade_1,2026-07-07,Gold_Report_07Jul2026.docx,Trade 1 - Daily Directional (LONG),Trade 1,LONG,MARKET,,09:00,,,,,,,,,,False,baseline,,
2026-07-07_Trade_2,2026-07-07,Gold_Report_07Jul2026.docx,"Trade 2 - Pivot, TRANSITION (breakout-side only)",Trade 2,LONG,,,09:00,,,,,,,,,,False,baseline,,
2026-07-07_Trade_3C,2026-07-07,Gold_Report_07Jul2026.docx,"Trade 3 - Momentum-Breakout 3C (TRANSITION, armed)",Trade 3C,LONG,CONDITIONAL,,09:00,,,,,,,,,,False,baseline,,
2026-07-09_Trade_1,2026-07-09,Gold_Report_09Jul2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,STOP,"Sell stop at 4,103.00 on confirmed break of daily S1 / lower pivot shelf (order placed at 00:00 UK anchor)",02:00,4103.0,4148.0,4058.0,4013.0,,45.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; Unit 1 exits TP1; Unit 2 exits TP2; on Unit 2 fill Unit 3 SL → entry −0.2R (to 4,094.00)",False,baseline,,
2026-07-09_Trade_2,2026-07-09,Gold_Report_09Jul2026.docx,"Trade 2 - Pivot, Range-Aware (SHORT fade of resistance)",Trade 2,SHORT,LIMIT,"Sell limit at 4,178.00 near daily R3 (4,178.20) / below the 4,195–4,202 swing-high supply band",02:00,4178.0,4215.0,4141.0,4119.0,4118.63,37.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; standard rule; on Unit 2 fill Unit 3 SL → entry −0.2R (to 4,170.60)",False,baseline,,
2026-07-09_Trade_3B,2026-07-09,Gold_Report_09Jul2026.docx,"Trade 3B - Mean-Reversion (range fade, regime-driven)",Trade 3B,SHORT,LIMIT,"Primary: sell into 4,195–4,202 swing-high band (mean-reversion short)",02:00,4195.0,4225.0,4118.0,4081.0,4030.0,30.0,NONE,TRACE,3 equal units; 3B structural rule; runner exits on range-floor tag or breakout,False,baseline,,
2026-07-10_Trade_1,2026-07-10,Gold_Report_10_July_2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,,09:00,,,,,,,NONE,,,True,baseline,,
2026-07-10_Trade_2,2026-07-10,Gold_Report_10_July_2026.docx,"Trade 2 - Pivot, regime-aware. TREND_DOWN branch: fade rallies into resistance rather than buy dips into support.",Trade 2,SHORT,LIMIT,"Sell limit at daily R1. Order type: resting sell limit, working from the 07:00 UK anchor through the session. Not a market order - the trade requires price to come to the level.",09:00,4159.33,4216.56,4102.1,4044.88,4090.77,57.23,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1. Unit 2 exits at TP2. On Unit 2 fill, Unit 3's stop moves to entry minus 0.2R - that is, to 4,147.88 USD/oz (a short's break-even-plus offset sits below entry).",False,baseline,,
2026-07-10_Trade_3A,2026-07-10,Gold_Report_10_July_2026.docx,Trade 3A - Momentum-Pullback. Variant selected by the TREND_DOWN regime fork: sell the retracement of the dominant downswing.,Trade 3A,SHORT,LIMIT,"Sell limit at the 50% fibonacci retracement of the dominant swing (6 July high 4,205.00 -> 8/9 July low 4,022.20). Resting limit order.",02:00,4113.6,4218.88,4057.11,4022.2,3930.8,105.28,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1. Unit 2 exits at TP2. On Unit 2 fill, Unit 3's stop moves to entry minus 0.2R - that is, to 4,092.55 USD/oz - unless the structural runner override above has already been triggered, in which case the override level governs.",False,baseline,,
2026-07-13_Trade_1,2026-07-13,Gold_Report_13Jul2026.docx,Trade 1 - Daily Directional,Trade 1,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-07-13_Trade_2,2026-07-13,Gold_Report_13Jul2026.docx,Trade 2 - Pivot (regime-aware); RANGE regime -> fade toward pivot,Trade 2,LONG,LIMIT,"Buy limit 4,085.0 (near daily S1 4,083.6); order type: limit, timing anchored to 00:00 UK reset",02:00,4085.0,4059.0,4110.0,4137.0,4156.0,26.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill, U3 stop → entry ± 0.2R (4,085 ± 5.2)",False,baseline,,
