card_id,report_date,report_file,strategy,family,direction,entry_mode,entry_mode_text,anchor_broker,entry,stop,tp1,tp2,tp3,card_R_points,be_rule,runner_rule,management_text,suppressed,source,slice_file,last_bar_broker
2026-06-01_Trade_1,2026-06-01,SP500_Report_2026-06-01.md,"Trade 1 - Daily Directional (market at daily-open anchor, TREND_UP long)",Trade 1,LONG,MARKET,Market at the 09:00 broker daily-open anchor; fill level = the D-1 reference close 7584.80.,09:00,7584.8,7550.7,7618.9,7653.0,7790.84,34.1,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units. Unit 1 exits at TP1 (+1R), Unit 2 at TP2 (+2R); on the Unit 2 fill the Unit 3 stop moves to entry +0.2R (7591.62). Unit 3 is time-stopped at the cash session close or price-stopped at 3xATR14 from entry (7790.84), whichever comes first. Thesis invalidation (separate from the stop): a daily close back below S1 7567.87. Holding period collides with the early-June payrolls block flagged in the report's own calendar.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-05-31.csv,2026-05-29 23:45:00
2026-06-01_Trade_2,2026-06-01,SP500_Report_2026-06-01.md,"Trade 2 - Pivot, TREND branch (buy stop above daily P, TREND_UP long)",Trade 2,LONG,STOP,"Buy stop at 7586.53, 10% of the way from the daily pivot P to R1; monitoring opens 09:00 broker.",09:00,7586.53,7550.7,7601.77,7610.25,7618.73,35.83,BE_0.2R_ON_TP2,TRACE,3 equal units at R1 / R1.5 / R2. On the Unit 2 (R1.5) fill the Unit 3 stop moves to entry +0.2R (7593.70). Unit 3 traces to R2 7618.73. Thesis invalidation (separate from the stop): a daily close back through the pivot P 7584.83. Carries the early-June payrolls collision flagged in the report's calendar.,False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-05-31.csv,2026-05-29 23:45:00
2026-06-01_Trade_3A,2026-06-01,SP500_Report_2026-06-01.md,"Trade 3A - Momentum-Pullback, 57.5% fib retracement (TREND_UP long)",Trade 3A,LONG,LIMIT,"Buy limit at 7450.75, the 57.5% retracement of the qualifying up-swing; monitoring opens 09:00 broker.",09:00,7450.75,7321.93,7501.45,7601.8,7864.5,128.82,BE_0.2R_ON_TP2,TRACE,"3 equal units. Unit 1 exits at the 38.2% retracement 7501.45, Unit 2 at the 0% swing origin 7601.80; on the Unit 2 fill the Unit 3 stop moves to entry +0.2R (7476.51). Unit 3 runs to the 100% extension 7864.50; structural override - once price prints above the 100% extension the Unit 3 stop moves to the halfway mark between entry and TP2 (7526.28), superseding the +0.2R trail. Wide-stop flag set (R = 1.88xATR14). Thesis invalidation (separate from the stop): a daily close below the swing-low anchor 7339.10. Payrolls collision flagged.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-05-31.csv,2026-05-29 23:45:00
2026-06-02_Trade_1,2026-06-02,SP500_Report_02Jun2026.md,"Trade 1 - Daily Directional (LONG, TREND_UP)",Trade 1,LONG,MARKET,Market at the daily-open anchor 07:00 UK (09:00 broker); fill level is the D-1 reference close 7606.00.,09:00,7606.0,7558.31,7653.69,7701.38,7807.9,47.69,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at TP1 7653.69 (+1R), Unit 2 at TP2 7701.38 (+2R); on the Unit 2 fill the Unit 3 stop moves to entry + 0.2R = 7615.54. Unit 3 is a runner, time-stopped at the cash-session close or price-stopped at 3xATR14 from entry (7807.90), whichever comes first. R = 47.69 pts = 0.71 x ATR14 (67.30) - no wide-stop flag (ratio below 1.00); 2R = 95.38 pts is below 3xATR14 = 201.90, so no 'TP2 ambitious' flag. Thesis invalidation (separate from the stop): a daily close back below the D-1 daily S2 at 7544.27 - stop sits ahead of invalidation. Event caveat: May Non-Farm Payrolls on Fri 05 Jun falls inside the holding horizon; RSI2 is pinned at 100 (four sessions), so momentum is extended into round-number supply at 7600.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-01.csv,2026-06-01 23:45:00
2026-06-02_Trade_2,2026-06-02,SP500_Report_02Jun2026.md,"Trade 2 - Pivot, regime-aware (TREND branch, LONG across daily P)",Trade 2,LONG,LIMIT,"Buy limit 7602.46, resting from the daily-open anchor 07:00 UK (09:00 broker), first touch fills; entry is 3.54 pts below the D-1 reference close 7606.00, so the limit sits on the required side.",09:00,7602.46,7579.98,7630.23,7642.35,7654.47,22.48,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1 = daily R1 7630.23, Unit 2 at TP2 = daily R1.5 7642.35; on the Unit 2 fill the Unit 3 stop moves to entry + 0.2R = 7606.96. Unit 3 traces to TP3 = daily R2 7654.47. R = 22.48 pts = 0.33 x ATR14 (67.30) - no wide-stop flag; 2R = 44.96 pts, well inside 3xATR14, so no 'TP2 ambitious' flag. Thesis invalidation (separate from the stop, 19.39 pts beyond it): a daily close back through the daily pivot 7599.37. Event caveat: May Non-Farm Payrolls on Fri 05 Jun falls inside the holding horizon; the trade is a trend-continuation entry into a market with RSI2 at 100.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-01.csv,2026-06-01 23:45:00
2026-06-02_Trade_3A,2026-06-02,SP500_Report_02Jun2026.md,"Trade 3A - Momentum-Pullback (57.5% fib retracement, LONG)",Trade 3A,LONG,LIMIT,"Buy limit 7532.12 at the 57.5% retracement, resting from the daily-open anchor 07:00 UK (09:00 broker), first touch fills; entry is 73.88 pts below the D-1 reference close 7606.00, so the limit sits on the required side and may not fill if no pullback occurs.",09:00,7532.12,7447.68,7562.82,7623.6,7782.7,84.44,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1 = the 38.2% retracement 7562.82, Unit 2 at TP2 = the 0% swing origin 7623.60; on the Unit 2 fill the Unit 3 stop moves to entry + 0.2R = 7549.01. Unit 3 traces to TP3 = the 100% extension 7782.70. Structural override: only once price prints above the 100% extension 7782.70 does the Unit 3 stop move to the halfway mark of the 1:1 leg, 7577.86 (midpoint of entry and TP2), superseding the breakeven trail. R = 84.44 pts = 1.25 x ATR14 (67.30) - WIDE STOP flag set by the arithmetic (ratio above 1.00), inside the 3.5xATR structural cap of 235.55; 2R = 168.88 pts is below 3xATR14 = 201.90, so no 'TP2 ambitious' flag. Thesis invalidation (separate from the stop, 16.82 pts beyond it): a daily close below the swing-low anchor 7464.50. Event caveat: May Non-Farm Payrolls on Fri 05 Jun falls inside the holding horizon; with RSI2 pinned at 100 and an efficient trend, a retracement this deep may never be reached.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-01.csv,2026-06-01 23:45:00
2026-06-03_Trade_1,2026-06-03,SP500_Daily_Report_2026-06-03.md,"Trade 1 - Daily Directional (LONG, trending-bullish regime)",Trade 1,LONG,MARKET,Market at the daily-open anchor 09:00 broker (07:00 UK); fill level is the D-1 reference close 7615.80 (2026-06-02 cash session). Signed gap entry minus reference close = 0.00.,09:00,7615.8,7572.34,7659.26,7702.72,7807.38,43.46,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits TP1 7659.26 (+1R). Unit 2 exits TP2 7702.72 (+2R); on that fill Unit 3 stop moves to entry +0.2R = 7624.49. Unit 3 is time-stopped at the session close or price-stopped at 3xATR14 from entry (7807.38), whichever comes first. R = 43.46 pts = 0.68xATR14 - no wide-stop flag (ratio below 1.00). Thesis invalidation: daily close below 7558.23 (daily S3, the next structural level beyond the stop; 14.11 pts = 0.22xATR clear of the stop, so it is a distinct level, not a restatement of it). Caveats: holding period collides with high-impact US data on D (ADP 15:15, S&P Global Services PMI 16:45, ISM Non-Manufacturing PMI / Prices Paid 17:00 broker) and with the 5 Jun payrolls print; short-term exhaustion flag after four consecutive RSI2-saturated closes.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-02.csv,2026-06-02 23:45:00
2026-06-03_Trade_2,2026-06-03,SP500_Daily_Report_2026-06-03.md,"Trade 2 - Pivot, TREND branch (long breakout above daily P)",Trade 2,LONG,LIMIT,"Buy limit 7611.69, resting from the 09:00 broker anchor. Entry sits 4.11 pts BELOW the D-1 reference close 7615.80, the side a buy limit must be on.",09:00,7611.69,7572.34,7630.83,7638.35,7645.87,39.35,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits TP1 at daily R1 7630.83. Unit 2 exits TP2 at daily R1.5 7638.35; on that fill Unit 3 stop moves to entry +0.2R = 7619.56. Unit 3 traces to daily R2 7645.87. R = 39.35 pts = 0.62xATR14 - no wide-stop flag. Thesis invalidation: daily close back through the daily pivot 7609.57 (37.23 pts = 0.58xATR from the stop; the invalidation sits inside the stop, which §6a permits for a pivot trade). Caveats: the daily pivot tier is built from the 2 Jun cash H/L/C read off the broker price series; the report's own daily pivots were built from the wrong prior period (1 Jun) and from ETF-reconstructed 1 Jun H/L, so the report's pivot levels are not used. Monthly pivot extremes remain single-source indicative and are not referenced on this card. High-impact US data on D and the 5 Jun payrolls sit inside the holding window.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-02.csv,2026-06-02 23:45:00
2026-06-03_Trade_3A,2026-06-03,SP500_Daily_Report_2026-06-03.md,"Trade 3A - Momentum-Pullback, 57.5% fib retracement (TREND_UP fork)",Trade 3A,LONG,LIMIT,"Buy limit 7532.54 at the 57.5% retracement of the active up-swing, resting from the 09:00 broker anchor. Entry sits 83.26 pts BELOW the D-1 reference close 7615.80, the side a buy limit must be on.",09:00,7532.54,7448.53,7563.44,7624.6,7784.7,84.01,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits TP1 7563.44 (the 38.2% retracement). Unit 2 exits TP2 7624.60 (the 0% swing origin); on that fill Unit 3 stop moves to entry +0.2R = 7549.34 - the fixed rule, applied as written. In addition, and only after price prints above the 100% extension 7784.70, the structural override pulls the Unit 3 stop to the 50% mark of the 1:1 leg, halfway between entry 7532.54 and TP2 7624.60, i.e. 7578.57; this is stated in addition to the fixed rule, not instead of it. WIDE-STOP FLAG SET: R = 84.01 pts = 1.32xATR14, above 1.00xATR. Thesis invalidation: daily close below the 0% swing-low anchor 7464.50 (15.97 pts = 0.25xATR clear of the stop). Caveats: high-impact US data on D and the 5 Jun payrolls sit inside the holding window; the entry is 83 pts below the reference close and may not be reached.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-02.csv,2026-06-02 23:45:00
2026-06-04_Trade_1,2026-06-04,SP500_Report_04Jun2026.md,Trade 1 - Daily Directional,Trade 1,n/a,,"SUPPRESSED - no order placed. Anchor 09:00 broker (UTC+3) = 07:00 UK, the configured daily-open anchor of the M1 instance in force for this run. The report's own 00:00 UK (02:00 broker) override is a run-time re-selection of the anchor, which the fixed rules forbid; it is reverted here. 16:30 broker (US cash open) is not used because the anchor is a pre-open European reference, not the US open.",09:00,,,,,,,NONE,,"SUPPRESSED - directional conviction score +0.05 is NEUTRAL (|score| < 0.25 conviction threshold). No entry, stop, R or target ladder is issued. Re-arms only if the conviction score recovers to +/-0.25 on a later session.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-03.csv,2026-06-03 23:45:00
2026-06-04_Trade_2,2026-06-04,SP500_Report_04Jun2026.md,Trade 2 - Pivot (TREND_UP breakout),Trade 2,LONG,STOP,"BUY STOP at 7578.44, armed from 09:00 broker. Reference close 7565.20 (3 June 2026 cash); signed gap entry minus reference close = +13.24 pts, i.e. above the close, the side a buy stop requires. Anchor 09:00 broker (UTC+3) = 07:00 UK, the configured daily-open anchor of the M1 instance in force for this run. The report's own 00:00 UK (02:00 broker) override is a run-time re-selection of the anchor, which the fixed rules forbid; it is reverted here. 16:30 broker (US cash open) is not used because the anchor is a pre-open European reference, not the US open.",09:00,7578.44,7551.12,7596.8,7612.6,7628.4,27.32,BE_0.2R_ON_TP2,TRACE,"3 equal units. Unit 1 exits at 7596.80, Unit 2 at 7612.60, Unit 3 runs toward 7628.40. On the Unit 2 fill, the Unit 3 stop moves to entry + 0.2R = 7583.90. Thesis invalidation, separate from the stop: a daily close back below the pivot 7576.40. Risk 27.32 pts = 0.43x ATR14 - no wide-stop flag (ratio <= 1.00); 2R = 54.64 pts is well inside 3x ATR14 = 189.09, so no 'TP2 ambitious' flag.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-03.csv,2026-06-03 23:45:00
2026-06-04_Trade_3A,2026-06-04,SP500_Report_04Jun2026.md,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,,"SUPPRESSED - no order placed. Anchor 09:00 broker (UTC+3) = 07:00 UK, the configured daily-open anchor of the M1 instance in force for this run. The report's own 00:00 UK (02:00 broker) override is a run-time re-selection of the anchor, which the fixed rules forbid; it is reverted here. 16:30 broker (US cash open) is not used because the anchor is a pre-open European reference, not the US open.",09:00,,,,,,,NONE,,"SUPPRESSED - no qualifying swing (magnitude >= 2 x ATR14 = 126.06 pts) inside the 4-10 session fib lookback. No entry, stop, R or target ladder is issued. Re-arms when a swing of >= 126.06 pts forms inside the 10-session window.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-03.csv,2026-06-03 23:45:00
2026-06-05_Trade_1,2026-06-05,SP500_Report_05Jun2026.md,"Trade 1 - Daily Directional (SUPPRESSED, sub-threshold conviction)",Trade 1,n/a,MARKET,Not issued. Had the conviction score cleared the threshold this would have been a market fill at the 07:00 UK daily-open anchor (09:00 broker) at the reference close of 7592.70. No order is placed.,09:00,,,,,,,NONE,SESSION_CLOSE_TIMESTOP,"SUPPRESSED - no position, no stop, no target ladder. Directional conviction score +0.22 is below the 0.25 absolute conviction threshold, so the day is scored NEUTRAL and the daily directional expression is withheld in full. The pivot card and the complex card are regime-driven and are assessed independently.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-04.csv,2026-06-04 23:45:00
2026-06-05_Trade_2,2026-06-05,SP500_Report_05Jun2026.md,"Trade 2 - Pivot, transition regime, breakout-side long above the daily pivot",Trade 2,LONG,LIMIT,"Buy limit 7581.57, resting from the 07:00 UK daily-open anchor (09:00 broker). The trigger sits 11.13 points below the 7592.70 reference close, so the compliant order type on this side of the close is a limit, not a stop. Good for the 05 June session only, cut-off 23:00 broker.",09:00,7581.57,7555.76,7619.67,7633.15,7646.63,25.81,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at 7619.67, Unit 2 at 7633.15, Unit 3 runs to 7646.63. On the Unit 2 fill the Unit 3 stop moves to entry + 0.2R = 7586.73. Risk per unit is 25.81 index points from the 7581.57 trigger to the 7555.76 stop (2581 ticks at a 0.01 tick). Stop-to-ATR ratio 0.43, so no wide-stop flag; twice risk is 51.61 points against a 181.17-point three-ATR ceiling, so no ambitious-target flag. Thesis invalidation is a daily close back through the pivot at 7577.33 - 21.57 points above the stop and a separate, named level from it. Holding period collides with the 05 June US payrolls and unemployment release at 15:30 broker time, six and a half hours after the order goes live and inside the same session; the weekly and monthly pivot tiers are single-source indicative and are used for context only, never as an order anchor.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-04.csv,2026-06-04 23:45:00
2026-06-05_Trade_3C,2026-06-05,SP500_Report_05Jun2026.md,"Trade 3C - Momentum-Breakout (SUPPRESSED, no confirmed break of the 25-session range)",Trade 3C,n/a,CONDITIONAL,"Not issued. The breakout card is armed only by a settled daily close beyond a 25-session range boundary; no such close exists at D-1, so no order and no arming level is placed for the 05 June session.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED - no position, no stop, no target ladder. The transition regime fixes the complex trade to the momentum-breakout variant, and that variant's eligibility test is a confirmed close beyond the 25-session range. The 04 June close of 7592.70 sits 47.00 points inside the confirmation level of 7639.70, so the card is withheld. Substituting a pullback or a mean-reversion construction, or standing pivot levels in for the range levels, is not available.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-04.csv,2026-06-04 23:45:00
2026-06-08_Trade_1,2026-06-08,SP500_Report_08-Jun-2026.md,"Trade 1 - Daily Directional (SHORT, market at the daily-open anchor)",Trade 1,SHORT,MARKET,"Market sell at the daily-open anchor 07:00 UK = 09:00 broker. Fill level is the reference close, 7392.50 (Fri 5 Jun 2026 cash close); signed gap entry - reference close = 0.00, which is the only value a MARKET card may carry.",09:00,7392.5,7480.9,7304.1,7215.7,7181.48,88.4,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at TP1 7304.10 (-88.40 points from entry, 1.00R). Unit 2 exits at TP2 7215.70 (-176.80 points, 2.00R); on that fill Unit 3 stop moves to entry - 0.2R = 7392.50 - 17.68 = 7374.82 (profit-locking side for a short). Unit 3 is time-stopped at the session close or price-stopped at the 3xATR14 cap 7181.48 (-211.02 points), whichever triggers first. Wide-stop flag SET: R 88.40 points = 1.26 x ATR14, above 1.00. TP2 ambitious flag NOT set: 2R = 176.80 <= 3xATR14 = 211.02. Thesis invalidation (close-through, distinct from the stop): a daily close back above the weekly pivot 7463.30; that is 17.60 points from the stop, more than 0.15xATR14 = 10.55, so it carries information the stop does not.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-07.csv,2026-06-05 23:45:00
2026-06-08_Trade_2,2026-06-08,SP500_Report_08-Jun-2026.md,"Trade 2 - Pivot, regime-aware: TRANSITION branch, downside-breakout side only, on the corroborated weekly tiers (SHORT sell limit)",Trade 2,SHORT,LIMIT,"Sell limit 7447.17, one order type only, monitored from the daily-open anchor 07:00 UK = 09:00 broker. Reference close 7392.50 (Fri 5 Jun 2026); signed gap entry - reference close = +54.67, i.e. the limit sits above the reference close, which is the side a SELL LIMIT is required to sit on.",09:00,7447.17,7535.7,7302.0,7256.75,7211.5,88.53,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1 7302.00 (-145.17 points from entry, 1.64R). Unit 2 exits at TP2 7256.75 (-190.42 points, 2.15R); on that fill Unit 3 stop moves to entry - 0.2R = 7447.17 - 17.71 = 7429.46 (profit-locking side for a short). Unit 3 traces to TP3 7211.50 (-235.67 points, 2.66R). Wide-stop flag SET: R 88.53 points = 1.26 x ATR14, above 1.00. TP2 ambitious flag NOT set: 2R = 177.06 <= 3xATR14 = 211.02. Thesis invalidation (close-through, distinct from the stop): a daily close back above the weekly pivot 7463.30 returns price inside the pre-break structure and voids the downside-breakout thesis; it sits 72.40 points inside the stop, so this card carries the 'stop ahead of invalidation' note.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-07.csv,2026-06-05 23:45:00
2026-06-08_Trade_3C,2026-06-08,SP500_Report_08-Jun-2026.md,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,n/a,,"SUPPRESSED - no order. The breakout has not been confirmed, so no entry, stop, risk figure or target ladder is issued. Arming condition, given as commentary and not as a card: a daily close beyond 7624.60 + 17.59 = 7642.19 on the upside, or beyond 7177.50 - 17.59 = 7159.91 on the downside, would confirm a break and make this variant eligible on the following session.",09:00,,,,,,,NONE,,"SUPPRESSED - no position, therefore no tranching, no break-even rule and no runner rule. Trigger that fired: no confirmed break of the 25-session range boundary in the transitional regime. Value that fired it: reference close 7392.50 sits 232.10 points inside the upper boundary 7624.60 and 215.00 points above the lower boundary 7177.50, against a confirmation requirement of a daily close at least 0.25 x ATR14 = 17.59 points beyond a boundary.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-07.csv,2026-06-05 23:45:00
2026-06-09_Trade_1,2026-06-09,SP500_Report_09Jun2026.md,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,"Market sell at the daily-open anchor 09:00 broker time (07:00 UK), the standing anchor of the instance in force. Fill level is the reference close of the last completed cash session before the report date, 7411.00 on 2026-06-08.",09:00,7411.0,7489.01,7332.99,7254.98,7198.49,78.01,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at 7332.99 (1R, 78.01 pts). Unit 2 exits at 7254.98 (2R, 156.02 pts); on that fill Unit 3 stop moves to entry minus 0.2R = 7395.40. Unit 3 is a runner, time-stopped at the cash-session close or price-stopped at the three-ATR cap 7198.49 (212.51 pts from entry), whichever comes first. Wide-stop flag RAISED: R = 78.01 pts = 1.10 x ATR14 (70.84), above 1.00 x ATR14; the stop is structural, not discretionary, and is not tightened to clear the flag. Stop distance is well inside the 3.5 x ATR cap of 247.92 pts. Thesis invalidation, distinct from the stop: a daily close back above the 2026-06-08 session high 7471.30 (60.30 pts above entry, 17.71 pts below the stop) - that is the level the stop is buffered beyond, and a close through it, not merely a touch, ends the short thesis. Event risk inside the holding window: Existing Home Sales 17:00 broker on the report date, and the 16-17 June policy meeting flagged by the report as the dominant forward catalyst.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-08.csv,2026-06-08 23:45:00
2026-06-09_Trade_2,2026-06-09,SP500_Report_09Jun2026.md,"Trade 2 - Pivot, transition breakout side (SHORT)",Trade 2,SHORT,LIMIT,"Sell limit resting at 7422.61, monitored from 09:00 broker time (07:00 UK). The level sits 11.61 pts above the reference close of 7411.00, which is the side a sell limit must be on; price is already below the pivot, so the breakdown level can only be worked as a limit, not as a stop order.",09:00,7422.61,7449.62,7382.77,7368.65,7354.53,27.01,BE_0.2R_ON_TP2,TRACE,"Three equal units on a sell limit at 7422.61. Unit 1 exits at the first support tier 7382.77 (39.84 pts, 1.47R). Unit 2 exits at the mid tier 7368.65 (53.96 pts, 2.00R); on that fill Unit 3 stop moves to entry plus 0.2R = 7428.01. Unit 3 traces toward the second support tier 7354.53 (68.08 pts, 2.52R) and is not time-stopped. R = 27.01 pts = 0.38 x ATR14 (70.84); no wide-stop flag, R is below 1.00 x ATR14. Thesis invalidation, distinct from the stop: a daily close back above the daily pivot 7427.03 would put price back inside the pivot structure and end the breakdown thesis; that level sits 4.42 pts above entry and 22.59 pts below the stop, and it is a close-through condition rather than an intraday touch - the stop stands ahead of the invalidation. Event risk inside the holding window: Existing Home Sales 17:00 broker on the report date and the 16-17 June policy meeting.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-08.csv,2026-06-08 23:45:00
2026-06-09_Trade_3C,2026-06-09,SP500_Report_09Jun2026.md,Trade 3C - Momentum-Breakout (transition regime) - SUPPRESSED,Trade 3C,n/a,CONDITIONAL,"Not applicable - suppressed. Re-evaluated in the corroboration correction pass: the range boundaries and the confirmation threshold are CORROBORATED (recomputed from the broker execution series in the D-1 slice), so no corroboration ground stands against this card. It remains suppressed on the separate price test - the variant is conditional on a confirmed break of the 25-session range and no such break exists at the reference close of 7411.00, so no order is worked and no arming level is published as a card field.",09:00,,,,,,,NONE,,"SUPPRESSED - no confirmed break of the 25-session range at the reference close (M5 §10, 'No confirmed break per §4d in TRANSITION regime'). This is a price test against the reference close and is entirely separate from corroboration; it survives the corroboration correction pass unchanged. Trigger tested: a confirmed break requires a daily close beyond a range boundary by at least 0.25 x ATR14 = 17.71 pts. Values tested: reference close 7411.00 (settled cash close of 2026-06-08) against an upper boundary of 7624.60 and a lower boundary of 7242.90, both recomputed from the broker price series in data/slices/US500/US500_upto_2026-06-08.csv over the 25 cash sessions 2026-05-05 to 2026-06-08 and flagged CORROBORATED. The close is 213.60 pts inside the upper boundary and 168.10 pts inside the lower one, so neither side is broken, let alone broken by the required margin. Outcome: FIRED, suppressed. No entry, stop, R or target ladder is carried. As commentary only, and outside the card fields, the arming condition would be a daily close at or above 7642.31 or at or below 7225.19.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-08.csv,2026-06-08 23:45:00
2026-06-10_Trade_1,2026-06-10,SP500_Report_10Jun2026.md,"Trade 1 - Daily Directional, SHORT, market at the daily-open anchor",Trade 1,SHORT,MARKET,"Market at the daily-open anchor 09:00 broker (07:00 UK) on 2026-06-10. Single entry, no alternative order on the card. The fill level stated is the D-1 reference close 7387.30 (2026-06-09 cash session), per the reference-close rule; signed gap entry minus reference close = 0.00.",09:00,7387.3,7507.01,7267.59,7147.88,7139.95,119.71,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at TP1 7267.59 (-119.71 pts, -1.00R). Unit 2 exits at TP2 7147.88 (-239.42 pts, -2.00R); on that fill Unit 3 stop moves to entry - 0.2R = 7363.36 (23.94 pts in profit). Unit 3 is the runner: time-stopped at the 2026-06-10 cash session close (23:00 broker) or price-stopped at 3 x ATR14 from entry = 7139.95, whichever triggers first; TP3 is that 3xATR cap, so the runner has only 7.93 pts of room beyond TP2 and will in practice be resolved by the session-close time stop. WIDE-STOP FLAG SET: R 119.71 pts = 1.45 x ATR14 (82.45), above 1.00 x ATR14; size reduced accordingly. 2R = 239.42 pts is below 3 x ATR14 = 247.35, so the 'TP2 ambitious' flag is not set. Thesis invalidation (separate from and beyond the stop): a cash-session close back above the 5 Jun session high 7545.30, 38.29 pts beyond the stop and 0.46 x ATR14 clear of it. Holding-period collision: US CPI, HIGH impact, 15:30 broker on 2026-06-10, i.e. after the 09:00 anchor and before the 16:30 cash open - the position is open across a Tier-1 print.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-09.csv,2026-06-09 23:45:00
2026-06-10_Trade_2,2026-06-10,SP500_Report_10Jun2026.md,"Trade 2 - Pivot, TRANSITION branch, downside breakout side, SHORT sell stop below daily P",Trade 2,SHORT,STOP,"Sell stop at 7360.85, 10% of the way from the daily pivot P 7372.27 toward daily S1 7258.13, on the breakout side. Reference close 7387.30 (2026-06-09 cash session); signed gap entry minus reference close = -26.45 pts, i.e. the sell stop rests below the reference close as required. Monitoring opens at the 09:00 broker anchor.",09:00,7360.85,7475.6,7258.13,7193.55,7128.97,114.75,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1 7258.13 = daily S1 (-102.72 pts, -0.90R). Unit 2 exits at TP2 7193.55 = daily S1.5, the midpoint of S1 and S2 (-167.30 pts, -1.46R); on that fill Unit 3 stop moves to entry + 0.2R = 7383.80 (22.95 pts in profit). Unit 3 is the runner, traced toward TP3 7128.97 = daily S2 (-231.88 pts, -2.02R), no time stop. WIDE-STOP FLAG SET: R 114.75 pts = 1.39 x ATR14 (82.45). Thesis invalidation, separate from the stop: a cash-session close back through the daily pivot P 7372.27, which sits 103.33 pts inside the stop and 1.25 x ATR14 clear of it, so it can fire without the stop being hit; this card is noted 'stop behind invalidation'. Pivot tiers used are rebuilt from the slice D-1 cash session and are corroborated on that basis, so the all-tiers-indicative suppression trigger does not fire. Holding-period collision: US CPI, HIGH impact, 15:30 broker on 2026-06-10.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-09.csv,2026-06-09 23:45:00
2026-06-10_Trade_3C,2026-06-10,SP500_Report_10Jun2026.md,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed close beyond the 25-day boundary,Trade 3C,n/a,CONDITIONAL,"No order. The variant's own eligibility test fails, so the card is a suppressed row and carries no entry, stop, R or target ladder. Arming condition, given as commentary outside the card: a cash-session close at or below 7222.49 would constitute the confirmed break and make the variant eligible on a later report date.",09:00,,,,,,,NONE,,"SUPPRESSED - Trade 3C Momentum-Breakout. Trigger fired: no confirmed break of the 25-day boundary in a TRANSITION regime. Value tested: D-1 reference close 7387.30 (2026-06-09 cash session) against the required downside confirmation level 7243.10 - 0.25 x 82.45 = 7222.49, and against the upside confirmation level 7624.60 + 20.61 = 7645.21. The close is 164.81 pts inside the lower requirement and sits within the 25-day range, so the break is not confirmed and no card is constructed. No stop, R or ladder is carried. The variant is not substituted: 3A and 3B are unavailable because the regime label is TRANSITION, and a suppressed 3C is emitted as a row rather than replaced.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-09.csv,2026-06-09 23:45:00
